id,date,city,state,type,ideology,subideology,group,description,image
17162,10/25/2020,New Brunswick,NJ,White Supremacist Event,Right Wing (White Supremacist),,New Jersey European Heritage Association,"Several members of the New Jersey European Heritage Association, a white supremacist group, held a flash demonstration near Rutgers University.",
16690,10/24/2020,Easthampton,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that included their logo and read ""NSC 131 Zone.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-23-MA%2C%20Easthampton-Telegram-OCT0283.png
17163,10/24/2020,Philadelphia,PA,White Supremacist Event,Right Wing (White Supremacist),,,"Several record labels hosted a concert that included white power bands such as Hate Speech, Bigger Neater, and Steel Law.",
16651,10/23/2020,Winslow,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""Not stolen conquered,"" ""Reclaim America,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
16680,10/23/2020,Elburn,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Two parties one tyranny"" that featured an octopus holding the United States, ""Reclaim America,"" and ""Strong families make strong nations.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
16684,10/23/2020,Shelbyville,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""To ourselves and our posterity,"" ""For the nation against the state,"" and ""America First.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16687,10/23/2020,Boston,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state"" and ""United we stand."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
16713,10/23/2020,Pittsboro,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Unknown - Klan,"An unknown person or group distributed KKK propaganda that included a photo of Joe Biden and a communist flag with the message ""We got rid of your statues &amp; reb flag. Now, it's time to get rid of the Stars &amp; Stripes."" The flier also renamed the NAACP as :Negroes against America for Community Party.""",
16756,10/23/2020,Cleveland,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Better dead than red,"" ""America First,"" ""For the nation against the state,"" and not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16765,10/23/2020,Portland,OR,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,American Nationalist Aryan Party,"American Nationalist Aryan Party, a neo-Nazi group, distributed propaganda stickers, one reading, ""Stop organized Jewry,"" and another sticker featuring the antisemitic Happy Merchant character.",
16794,10/23/2020,Ennis,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reject poison,"" ""Better dead than red,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
16981,10/23/2020,Winslow,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reject poison,"" ""Better dead than red,"" ""America is not for sale,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16982,10/23/2020,Colorado City,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reject poison,"" ""United we stand,"" and ""America is not for sale."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
16983,10/23/2020,Denton,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""United we stand,"" ""Patriot Front,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16984,10/23/2020,Reading,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""Not stolen conquered,"" and ""America First.""  Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16985,10/23/2020,Fredericksburg,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""Not stolen conquered,"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16986,10/23/2020,Fort Myers,FL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16987,10/23/2020,Elgin,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life Liberty Victory."" Another sticker was of a QR code that leads to Patriot Front's website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-14-CO%2C%20Longmont-Telegram-OCT0144.jpg
16988,10/23/2020,Verona Township,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reclaim America,"" ""United we stand,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16989,10/23/2020,West Warwick,RI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda and fliers that read ""America First,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Two parties one tyranny"" that also included an image of an octopus holding the United States.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16990,10/23/2020,Yorktown Heights,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First,"" ""Reject poison,"" ""Life Liberty Victory,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
16991,10/23/2020,Chevy Chase,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reject poison,"" ""For the nation against the state,"" ""Better dead than red,"" and ""America First.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16992,10/23/2020,Cheney,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Not stolen conquered,"" ""Better dead than red,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16993,10/23/2020,Leesburg,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reclaim America"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
16994,10/23/2020,South Burlington,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First,"" ""One nation against invasion,"" ""Not stolen conquered,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16995,10/23/2020,Southport,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life Liberty Victory,"" ""Not stolen conquered,"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16996,10/23/2020,Berea,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life of our nation. Liberty of our people. Victory of the American spirit,"" ""For the nation against the state,"" ""Patriot Front,"" and ""Revolution is tradition.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16997,10/23/2020,College Park,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16998,10/23/2020,East Chillisquaqe Township,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Not stolen conquered,"" ""America First,"" ""America is not for sale,"" and ""Life Liberty Victory."" Additionally there was another sticker associated with white supremacy that read ""Learn Train Preserve"" with a URL to the alt right group Revolt Through Tradition's website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front%20--%202020-10-16%20--%20WA%2C%20Marrowstone%20--%20Telegram%20--%20OCT0187.jpg
16678,10/22/2020,Chicago,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Better dead than red,"" ""United we stand,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
16742,10/22/2020,Hobbs,NM,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reclaim America"" and ""For the nation against the state."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
16750,10/22/2020,Staten Island,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read ""Stop the third world invasion of America!""",
16755,10/22/2020,Cleveland,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""For the nation against the state,"" ""To ourselves and our posterity,"" and ""Patriot Front.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16760,10/22/2020,Oklahoma City,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Not stolen conquered,"" ""America First,"" ""Reject poison,"" and ""Patriot Front.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16770,10/22/2020,Bartonsville,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Not stolen conquered,"" ""For the nation against the state,"" ""Life Liberty Victory,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16778,10/22/2020,Pittsburgh,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life Liberty Victory,"" ""America First,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16790,10/22/2020,Allen,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""To ourselves and our posterity."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16792,10/22/2020,Breckenridge,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""America First,"" and ""For the nation against the state."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16795,10/22/2020,Galveston,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Reject poison,"" ""For the nation against the state,"" ""America is not for sale,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16830,10/22/2020,North Bend,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16967,10/22/2020,Bentonville,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, spray-painted their logo and website URL on a retaining wall.",
16968,10/22/2020,Anniston,AL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale"" and ""Reclaim America."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16969,10/22/2020,Athens,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""Not stolen conquered,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
16970,10/22/2020,Burlington,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life Liberty Victory"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
16971,10/22/2020,Nutley Township,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""United we stand,"" ""Not stolen conquered,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
16972,10/22/2020,Oak Island,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read, ""Reject poison,"" ""For the nation against the state,"" and ""United we stand."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16973,10/22/2020,Omaha,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Revolution is tradition,"" ""America First,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
16974,10/22/2020,Bethesda,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life Liberty Victory,"" ""Our tradition is revolution,"" ""Not stolen conquered,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
16975,10/22/2020,Boulder,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Revolution is our tradition,"" ""Life of our nation. Liberty of our people. Victory of the American spirit,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
16976,10/22/2020,Broken Arrow,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Revolution is tradition"" and ""One nation against invasion."" They also placed stickers with a QR code leading to their website on other stickers that advocated for black lives.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
16977,10/22/2020,Cheyenne,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state"" and ""America First."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16978,10/22/2020,Boston,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that ""Reclaim America,"" ""Not stolen conquered,"" ""Patriot Front,"" and ""Life of our nation. Liberty of our people. Victory of the American spirit.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
16979,10/22/2020,Crewe,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Better dead than red,"" ""Reject poison,"" and ""Not stolen conquered."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16980,10/22/2020,Fargo,ND,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16715,10/21/2020,Brookline,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, posted stickers in a residential neighborhood that included their logo and read ""NSC Zone.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-20-MA%2CHolden-Telegram-OCT0216.png
16717,10/21/2020,Milford,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that read ""Black Lives Matter and antifa communist terrorists are coming to your community soon to wreak havoc against white people."" They also distributed propaganda that included their logo.",
16719,10/21/2020,East Brunswick,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read ""Justice for Cannon Hinnant"" and ""Reclaim your nation. Reclaim your Heritage.""",
16731,10/21/2020,Piscataway,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read ""Reject white guilt.""",
16774,10/21/2020,Philadelphia,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read ""There is a war on whites.""",
16685,10/20/2020,Ayer,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that read ""NSC 131 Zone.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-31-AR%2C%20Bismarck-Telegram-OCT0383.png
16689,10/20/2020,Charlestown,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda addressed to ""White Men"" that read ""Black Lives Matter and antifa communist terrorists are coming to your community soon to wreak havoc against white people. Organize your own local crew to protect your family and property!"" Other propaganda included stickers that read ""131 Zone.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-20-MA%2CCharlestown-Telegram-OCT0217.png
16691,10/20/2020,Holden,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that read ""NSC 131 Zone.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-20-MA%2CHolden-Telegram-OCT0216.png
16718,10/20/2020,Nashua,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that read ""NSC 131 Zone.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-20-MA%2CHolden-Telegram-OCT0216.png
16783,10/20/2020,Providence,RI,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a neo-Nazi group, distributed propaganda that included the group's logo.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Nationalist%20Social%20Club-2020-10-20-RI%2C%20Providence-Telegram-OCT0218.png
16961,10/20/2020,Los Gatos,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""America First,"" ""Our tradition is revolution,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
16962,10/20/2020,Mountain View,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, hung a banner on a freeway overpass that read ""America First"" and included the URL to their website.",
16963,10/20/2020,Strasburg,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, hung a banner on a freeway overpass that read ""Reclaim America"" and included a URL to their website.",
16964,10/20/2020,Iowa City,IA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, spray-painted their logo and website URL on a retaining wall.",
16965,10/20/2020,Edgewood,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, hung a banner on a freeway overpass that read ""Two Parties One Tyranny"" and included a URL to their website.",
16966,10/20/2020,Tulsa,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, spray-painted their logo and website URL on a retaining wall.",
16714,10/19/2020,Swansboro,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,The Knights,"The Knights, a Klan group, distributed copies of their newspaper The Crusader to homes in a residential neighborhood. The newspaper contained their slogan that read ""The Premier Voice of the White Resistance,"" and a story with the headline ""Stand and Resist!""",
16751,10/19/2020,Staten Island,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read ""There is a war on whites.""",
16767,10/19/2020,Portland,OR,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""600+ Jewish groups support BLM terrorists.""",
16775,10/19/2020,Philadelphia,PA,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, posted propaganda on a pole flying the Israeli flag that read: ""Remember the USS Liberty! 1967 Israeli attack against America!""",
17280,10/18/2020,Hamer,SC,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Unknown - the Hammer,"An unknown person or group distributed propaganda stickers from ""the Hammer"" that included a swastika and the message: ""We are everywhere.""",
17281,10/18/2020,Winooski,VT,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Unknown - the Hammer,"An unknown person or group distributed propaganda stickers from ""the Hammer"" that included a swastika and the message: ""We are everywhere.""",
16670,10/17/2020,Cedartown,GA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""United we stand,"" For the nation against the state,"" and ""Patriot Front.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16675,10/17/2020,Muscatine,IA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""To ourselves and our posterity,"" ""For the nation against the state,"" and ""Our tradition is revolution."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16681,10/17/2020,Geneva,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""America First,"" ""Better dead than red,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16696,10/17/2020,Bel Air,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""No communism in America,"" ""Not stolen conquered,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16740,10/17/2020,Carlsbad,NM,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First,"" ""For the nation against the state,"" and ""Reclaim America."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
