id,date,city,state,type,ideology,subideology,group,description,image
14310,5/30/2020,Lewisville,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Better dead than red,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14311,5/30/2020,Lorton,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Our tradition is revolution,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14312,5/30/2020,Manchester,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that featured the group's logo.",
14313,5/30/2020,Mesquite,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Revolution is tradition,"" and ""One nation against invasion.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14314,5/30/2020,Midlothian,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Better dead than red,"" ""Revolution is tradition,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14315,5/30/2020,Minneapolis,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""To ourselves and our posterity,"" ""One nation against invasion,"" ""Better dead than red,"" ""United we stand,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14316,5/30/2020,Newark,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""For the nation against the state,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14317,5/30/2020,Pacific,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""America first,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14318,5/30/2020,Swanton,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Life liberty victory,"" ""America first,"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14319,5/30/2020,Tonawanda,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""To ourselves and our posterity,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
14320,5/30/2020,Tyler,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Life liberty victory,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14321,5/30/2020,York,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first ,"" ""For the nation against the state,"" ""Not stolen conquered,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14322,5/30/2020,Oxford,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Miami University that read: ""America first"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14323,5/30/2020,Milwaukee,WI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Milwaukee School of Engineering that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14324,5/30/2020,Fredericksburg,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at University of Mary Washington that read: ""Our tradition is revolution,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14325,5/30/2020,Knoxville,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, painted graffiti featuring their group logo on ""The Rock"" on the University of Tennessee campus that read: ""White Lives Matter"" and ""131.""",
14326,5/29/2020,Atlanta,GA,White Supremacist Propaganda,Right Wing (White Supremacist),,Revolt Through Tradition,"Revolt Through Tradition, an alt right group, distributed propaganda featuring the group's logo that read: ""Revolt through Tradition.""",
14327,5/29/2020,East Hartford,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,American Identity Movement,"American Identity Movement, an alt right group, distributed propaganda that featured the group's logo and read: ""Activism fraternity service.""",
14328,5/29/2020,Reading,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the LGBT Center of Reading that read: ""Two parties one tyranny.""",
14329,5/29/2020,Boston,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, distributed propaganda that read: ""Nationalist Social Club 131"" and ""131 Zone.""",
14694,5/29/2020,Oakland,CA,Extremist Murder;Terrorist Plot/Attack,Right Wing (Anti-Government),,,"On May 29, two men attacked security personnel outside a federal courthouse in Oakland, California, in a drive-by shooting, killing Federal Protective Services officer David Patrick Underwood and wounding another. Subsequently arrested for the attack were Steven Carrillo and Robert Justus Jr., who were allegedly associated with the anti-government extremist ""boogaloo"" movement. Carrillo faces federal murder charges and Justus faces charges of attempted murder and aiding and abetting murder. Carrillo allegedly killed another person on June 6 when law enforcement attempted to arrest him (see that entry for more details).",
20486,5/28/2020,Minneapolis,MN,Terrorist Plot/Attack,Right Wing (Anti-Government),,,"Ivan Harrison Hunter, an adherent of the anti-government boogaloo movement, was charged with interstate travel with the intent to participate in a riot after he travelled from Texas to Minneapolis to take part in anti-police protests there, where he allegedly fired an AK-47 into the headquarters of the Third Precinct of the Minneapolis Police Department and also allegedly helped set the building on fire.",
14330,5/28/2020,Hoboken,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Stop drag queen story hour.""",
14331,5/28/2020,Portland,OR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Patriotfront.us.""",
14332,5/28/2020,Portland,OR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, painted graffiti that read: ""Patriotfront.us.""",
14333,5/28/2020,White Settlement,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, distributed propaganda that read: ""Nationalist Social Club 131"" and ""131 Zone.""",
14267,5/27/2020,Geneseo,NY,Extremist/Police Shootout,Right Wing (Anti-Government),,,"Joshua Blessed a truck driver from Harrisonburg, Virginia, was shot and killed during a shootout with police after police pursued him through three counties. The incident began when Blessed was stopped for speeding in Le Roy, but fled the scene allegedly opening fire on pursuing officers. After the incident, officials conducting lawful searches of property owned by Blessed allegedly found a stockpile of explosive devices. A review of Blessed’s online activity indicates Blessed held extreme religious and anti-law enforcement views, and visited a website frequented by individuals associated with the anti-government militia movement.",
14268,5/27/2020,Ely,NV,Extremist Murder;Extremist/Police Shootout,Right Wing (Anti-Government),,,"John Dabritz, described by law enforcement officials as displaying signs of anti-government extremism, allegedly shot and killed a Nevada Highway Patrol trooper who stopped to check on Dabritz, who was parked along a highway. Prosecutors believe Dabritz killed the trooper to avoid arrest for a series of shootings targeting propane tanks and other infrastructure.",
14334,5/27/2020,Chicago,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, dropped two banners from overpasses that read: ""Defend American labor"" and ""Reclaim America.""",
14335,5/27/2020,Dallas,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at a Confederate Memorial.",
14336,5/27/2020,Nashville,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""Reclaim America.""",
14337,5/27/2020,Provo,UT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Veterans Memorial that read: ""To ourselves and our posterity"" and ""Strong families make strong nations.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14338,5/27/2020,Pittsford,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,unknown,An unknown person or group distributed white supremacist propaganda.,
14339,5/27/2020,Uniondale,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Globalism is the virus,"" ""Closed borders: the best vaccine,"" ""Reclaim America,"" ""Nationalism not globalism,"" and ""Family &amp; tradition our land our culture.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14181,5/26/2020,New Windsor,MD,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Loyal White Knights,"Loyal White Knights, a Klan group, distributed antisemitic and racist propaganda about COVID-19 that referred to Jews as ""the real plague.""",
14262,5/26/2020,Worcester,MA,White Supremacist Event,Right Wing (White Supremacist),,Nationalist Social Club 131 Crew,"Approximately seven individuals associated with the neo-Nazi Nationalist Social Club held several flash demonstrations holding a banner that read, ""New England is ours #131 Anti Communist Action.""",
14340,5/26/2020,Westminster,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Loyal White Knights,"Loyal White Knights, a Klan group, distributed propaganda in the Fenby Farms neighborhood.",
14182,5/25/2020,Frederick,MD,Antisemitic Incident:Harassment;White Supremacist Propaganda,Right Wing (White Supremacist),,Loyal White Knights,"Loyal White Knights, a Klan group, distributed antisemitic and racist propaganda about COVID-19 that referred to Jews as ""the real plague"" and said: ""Tolerate this truth race is much more important that skin color.""",
14263,5/25/2020,San Bernardino,CA,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front,"Approximately one dozen members of Patriot Front, an alt right group, held a flash demonstration at the Soldiers and Sailors Memorial in San Bernardino. The group held a banner that read, ""Reclaim America.""",
14264,5/25/2020,La Porte,TX,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front,"Approximately 15 members of Patriot Front, an alt right group, held a flash demonstration at the San Jacinto Memorial in La Porte. The group held a banner that read, ""No more foreign wars.""",
14265,5/25/2020,Gettysburg,PA,White Supremacist Event,Right Wing (White Supremacist),,Patriot Front,"Approximately 21 members of Patriot Front, an alt right group, held a flash demonstration in Gettysburg Memorial Park.",
14341,5/25/2020,Chambersburg,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass over McKinley street.",
14342,5/25/2020,Clementon,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda outside Bible Baptist Church that read: ""Stand up American patriots"" and ""It's time to put America first.""",
14343,5/25/2020,Cleveland,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Soldiers and Sailors Memorial and Fountain of Eternal Life that read: ""No more foreign wars.""",
14344,5/25/2020,Columbus,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Patriotfront.us.""",
14345,5/25/2020,Enumclaw,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at the Purple Heart Memorial that read: ""To ourselves and our posterity"" and ""No more foreign wars.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14346,5/25/2020,Houston,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""No more foreign wars.""",
14347,5/25/2020,Hempstead,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda with the QR code for New Jersey European Heritage Association at Hofstra University that read: ""Closed borders: the best vaccine.""",
14348,5/25/2020,Philadelphia,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Closed borders: the best vaccine.""",
14349,5/25/2020,Hudson,NH,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, painted graffiti featuring their group logo and read: ""RIP Tommie Lindh 2020"" and ""131 Crew.""",
14350,5/25/2020,Worcester,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Nationalist Social Club,"Nationalist Social Club, a white supremacist group, painted graffiti featuring their group logo and read: ""131.""",
14259,5/24/2020,Tampa,FL,Terrorist Plot/Attack,Islamist,,,"Muhammed Momtaz Al-Azhari was arrested for attempting to acquire firearms in furtherance of his plot to carry out an attack on ISIS's behalf. Al-Azhari researched and scouted potential targets in the Tampa area, including Honeymoon Island. He also rehearsed portions of an attack and the statements that he would make during or in connection with such an attack.",
14351,5/24/2020,Bellmawr,NJ,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed an image of Governor Phil Murphy that read ""Sic semper tyrannis"" and propaganda at a rally outside Atilis Gym that read: ""Family &amp; tradition our land our culture"" and ""No Communism in America.""",
14352,5/24/2020,Boston,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Revolt Through Tradition,"Revolt Through Tradition, an alt right group, dropped a banner from an overpass that read: ""Reject modernity.""",
14353,5/23/2020,Addison,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Our tradition is revolution,"" ""United we stand,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14354,5/23/2020,Ashland,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14355,5/23/2020,Bay St. Louis,MS,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""To ourselves and our posterity,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14356,5/23/2020,Bedford,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14357,5/23/2020,Bristol,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""United we stand,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14358,5/23/2020,Los Angeles,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda in Century City that read: ""Reject poison,"" ""America is not for sale,"" ""Not stolen conquered,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14359,5/23/2020,College Station,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""America first,"" and ""Patriotfront.us.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14360,5/23/2020,Crown Point,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14361,5/23/2020,Doniphan,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14362,5/23/2020,Edina,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14363,5/23/2020,Elizabethtown,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""America is not for sale,"" ""Reject poison,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14364,5/23/2020,Essex,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14365,5/23/2020,Fort Worth,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""For the nation against the state,"" ""America is not for sale,"" ""Reject poison,"" ""United we stand,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14366,5/23/2020,Gaithersburg,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""Life liberty victory,"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14367,5/23/2020,Germantown,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""America first,"" ""Reclaim America,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14368,5/23/2020,Grand Island,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""Reject poison,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14369,5/23/2020,Akron,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda in Highland Square that read: ""America is not for sale"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14370,5/23/2020,Hopkins,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""Our tradition is revolution,"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14371,5/23/2020,Huron,SD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
14372,5/23/2020,Newport Beach,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda in Balboa Island that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""Strong families make strong nations,"" ""To ourselves and our posterity,"" ""Not stolen conquered,"" and ""Revolution is tradition.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
14373,5/23/2020,Worthington,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Patriotfront.us.""",
14374,5/23/2020,St. Joseph,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at College of Saint Benedict that read: ""America is not for sale,"" ""Life liberty victory,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14375,5/23/2020,Hastings,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Hastings College that read: ""America first,"" ""For the nation against the state,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
19991,5/21/2020,Corpus Christi,TX,Terrorist Plot/Attack,Islamist,,,"Adam Aalim Alsahli, an American college student, opened fire at a sailor standing guard at an entrace to Naval Air Station Corpus Christi, wounding her in an apparent attempt to gain entry into the base. Alsahli was shot and killed after barriers were raised to prevent his entry. Authorities subsequently found social media posts by Alsahi allegedly expressing support for extremist groups such as Al-Qaeda in the Arabian Peninsula.",
14376,5/21/2020,Andover,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""No more foreign wars,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",
14377,5/21/2020,Aurora,NE,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory,"" ""America first,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14378,5/21/2020,Braddock Heights,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America first,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14379,5/21/2020,Braintree,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""Life liberty victory.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14380,5/21/2020,Brattleboro,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Revolt Through Tradition,"Revolt Through Tradition, an alt right group, distributed propaganda featuring the group's logo that read: ""Revolt through Tradition"" and ""Learn train preserve.""",
14381,5/21/2020,Brooklyn Park,MN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14382,5/21/2020,Burlington,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America first,"" ""To ourselves and our posterity,"" ""Reclaim America,"" ""America is not for sale,"" ""Not stolen conquered,"" ""For the nation against the state,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14383,5/21/2020,Cambridge,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""For the nation against the state,"" ""To ourselves and our posterity,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14384,5/21/2020,Capron,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Reclaim America,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14385,5/21/2020,Cedar Rapids,IA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""To ourselves and our posterity,"" ""America first,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
